grid_id,region,lon,lat,scenario,period,flood_prob,drought_prob,heat_prob,composite_prob,risk_category
0,mato_grosso,-60.0,-18.0,SSP1-2.6,2030,0.04,0.968897571035757,0.24143332320626557,0.9773504644675658,Very High
0,mato_grosso,-60.0,-18.0,SSP1-2.6,2050,0.04,0.9772505014397688,0.3603279739429994,0.9860298708776283,Very High
0,mato_grosso,-60.0,-18.0,SSP1-2.6,2080,0.04,0.9742183342051154,0.42477480202321694,0.9857629467414076,Very High
0,mato_grosso,-60.0,-18.0,SSP2-4.5,2030,0.04,0.9627110399819244,0.2436649233782917,0.9729251695048816,Very High
0,mato_grosso,-60.0,-18.0,SSP2-4.5,2050,0.04,0.9798052718704385,0.4476529782088932,0.9892916819792854,Very High
0,mato_grosso,-60.0,-18.0,SSP2-4.5,2080,0.04,0.99,0.6562490174956952,0.9966999905679587,Very High
0,mato_grosso,-60.0,-18.0,SSP5-8.5,2030,0.04,0.9776392671384992,0.25331773940012264,0.9839714919407725,Very High
0,mato_grosso,-60.0,-18.0,SSP5-8.5,2050,0.04,0.99,0.593215328912656,0.9960948671575615,Very High
0,mato_grosso,-60.0,-18.0,SSP5-8.5,2080,0.04,0.99,0.9499999999999998,0.99952,Very High
0,mato_grosso,-60.0,-18.0,historical,baseline,0.04,0.9667028901983775,0.2107992579806854,0.9747730203879625,Very High
0,punjab,73.8,29.5,SSP1-2.6,2030,0.04,0.99,0.18469297674061494,0.9921730525767098,Very High
0,punjab,73.8,29.5,SSP1-2.6,2050,0.04,0.99,0.3011995368952503,0.9932915155541944,Very High
0,punjab,73.8,29.5,SSP1-2.6,2080,0.04,0.99,0.3297036616534805,0.9935651551518734,Very High
0,punjab,73.8,29.5,SSP2-4.5,2030,0.04,0.99,0.20638139026270505,0.9923812613465219,Very High
0,punjab,73.8,29.5,SSP2-4.5,2050,0.04,0.99,0.4055900946529852,0.9942936649086687,Very High
0,punjab,73.8,29.5,SSP2-4.5,2080,0.04,0.99,0.5921118282312495,0.99608427355102,Very High
0,punjab,73.8,29.5,SSP5-8.5,2030,0.04,0.99,0.19884810139059264,0.9923089417733497,Very High
0,punjab,73.8,29.5,SSP5-8.5,2050,0.04,0.99,0.5282830549091465,0.9954715173271278,Very High
0,punjab,73.8,29.5,SSP5-8.5,2080,0.04,0.99,0.9470041939010346,0.99949124026145,Very High
0,punjab,73.8,29.5,historical,baseline,0.04,0.99,0.15452835477436866,0.991883472205834,Very High
0,rhine_meuse,3.3,51.2,SSP1-2.6,2030,0.04,0.18294248946974598,0.029487674784140012,0.2387541909953932,Low
0,rhine_meuse,3.3,51.2,SSP1-2.6,2050,0.04,0.24135145492596452,0.09323552161521874,0.33960106983862637,Medium
0,rhine_meuse,3.3,51.2,SSP1-2.6,2080,0.04,0.41419147702229847,0.10114634151238115,0.49450611131033406,Medium
0,rhine_meuse,3.3,51.2,SSP2-4.5,2030,0.04,0.24974971987547195,0.034290875557081955,0.3044574005131725,Medium
0,rhine_meuse,3.3,51.2,SSP2-4.5,2050,0.04,0.48004490294692487,0.14752455743211204,0.5744810065832806,High
0,rhine_meuse,3.3,51.2,SSP2-4.5,2080,0.04,0.5531641954359989,0.23623608536052568,0.6723740192369146,High
0,rhine_meuse,3.3,51.2,SSP5-8.5,2030,0.04,0.19868693737783175,0.03623374425923703,0.25861264956205066,Medium
0,rhine_meuse,3.3,51.2,SSP5-8.5,2050,0.04,0.5451325198863737,0.20863466070566086,0.6544322965752822,High
0,rhine_meuse,3.3,51.2,SSP5-8.5,2080,0.04,0.9095492633844221,0.5520736301102002,0.9611053406981688,Very High
0,rhine_meuse,3.3,51.2,historical,baseline,0.04,0.17926210042131713,0.01699523062440352,0.22548230109457157,Low
1,mato_grosso,-59.75,-18.0,SSP1-2.6,2030,0.04,0.9814283282282557,0.20682166531246127,0.9858585782192553,Very High
1,mato_grosso,-59.75,-18.0,SSP1-2.6,2050,0.04,0.99,0.3180248296039983,0.9934530383641984,Very High
1,mato_grosso,-59.75,-18.0,SSP1-2.6,2080,0.04,0.99,0.3647072439995014,0.9939011895423953,Very High
1,mato_grosso,-59.75,-18.0,SSP2-4.5,2030,0.04,0.986959589434275,0.20691725365241098,0.9900715603600333,Very High
1,mato_grosso,-59.75,-18.0,SSP2-4.5,2050,0.04,0.99,0.4364348284280388,0.9945897743529092,Very High
1,mato_grosso,-59.75,-18.0,SSP2-4.5,2080,0.04,0.99,0.624863926873727,0.9963986936979877,Very High
1,mato_grosso,-59.75,-18.0,SSP5-8.5,2030,0.04,0.9886589678516237,0.23494356713039802,0.9916705315835236,Very High
1,mato_grosso,-59.75,-18.0,SSP5-8.5,2050,0.04,0.99,0.5422093435821739,0.9956052096983888,Very High
1,mato_grosso,-59.75,-18.0,SSP5-8.5,2080,0.04,0.99,0.9499999999999998,0.99952,Very High
1,mato_grosso,-59.75,-18.0,historical,baseline,0.04,0.9834885267021926,0.18289488236329274,0.9870480550418941,Very High
1,punjab,74.05,29.5,SSP1-2.6,2030,0.04,0.99,0.1315638555010957,0.9916630130128106,Very High
1,punjab,74.05,29.5,SSP1-2.6,2050,0.04,0.99,0.2455497152627902,0.9927572772665227,Very High
1,punjab,74.05,29.5,SSP1-2.6,2080,0.04,0.99,0.31182883212086454,0.9933935567883603,Very High
1,punjab,74.05,29.5,SSP2-4.5,2030,0.04,0.9869791229471567,0.148007859704452,0.989350062487574,Very High
1,punjab,74.05,29.5,SSP2-4.5,2050,0.04,0.99,0.3172250726422062,0.9934453606973652,Very High
1,punjab,74.05,29.5,SSP2-4.5,2080,0.04,0.99,0.5232928289976438,0.9954236111583774,Very High
1,punjab,74.05,29.5,SSP5-8.5,2030,0.04,0.99,0.14472143166486648,0.9917893257439827,Very High
1,punjab,74.05,29.5,SSP5-8.5,2050,0.04,0.99,0.45650847979493286,0.9947824814060313,Very High
1,punjab,74.05,29.5,SSP5-8.5,2080,0.04,0.99,0.9300929368751604,0.9993288921940016,Very High
1,punjab,74.05,29.5,historical,baseline,0.04,0.99,0.10208894186808722,0.9913800538419336,Very High
1,rhine_meuse,3.4,51.2,SSP1-2.6,2030,0.04,0.2942497612688217,0.01993901751044058,0.33598885853140514,Medium
1,rhine_meuse,3.4,51.2,SSP1-2.6,2050,0.04,0.37587129152024634,0.07855829132107738,0.44790570536593277,Medium
1,rhine_meuse,3.4,51.2,SSP1-2.6,2080,0.04,0.5537778215653426,0.09414070575464788,0.6119540726718953,High
1,rhine_meuse,3.4,51.2,SSP2-4.5,2030,0.04,0.29105703858192705,0.025060679523216358,0.3364706857007348,Medium
1,rhine_meuse,3.4,51.2,SSP2-4.5,2050,0.04,0.6158691735091888,0.1249691145035013,0.6773187162392739,High
1,rhine_meuse,3.4,51.2,SSP2-4.5,2080,0.04,0.7324939401737485,0.22886054484795063,0.8019669018646843,Very High
1,rhine_meuse,3.4,51.2,SSP5-8.5,2030,0.04,0.2877678582721876,0.035921767368752175,0.34081839575668704,Medium
1,rhine_meuse,3.4,51.2,SSP5-8.5,2050,0.04,0.6681860309174852,0.21078846752604083,0.7486034454055568,High
1,rhine_meuse,3.4,51.2,SSP5-8.5,2080,0.04,0.9658894326726605,0.5025941607245413,0.9837118764451673,Very High
1,rhine_meuse,3.4,51.2,historical,baseline,0.04,0.2941014876388786,0.011180742506714018,0.3299141988558023,Medium
2,mato_grosso,-59.5,-18.0,SSP1-2.6,2030,0.04,0.9655907084667674,0.27069556028029323,0.9759089448805156,Very High
2,mato_grosso,-59.5,-18.0,SSP1-2.6,2050,0.04,0.9808949700594186,0.40000075569056537,0.9889955166142164,Very High
2,mato_grosso,-59.5,-18.0,SSP1-2.6,2080,0.04,0.989553047258015,0.4421937588657278,0.9944057195772985,Very High
2,mato_grosso,-59.5,-18.0,SSP2-4.5,2030,0.04,0.9787856626762026,0.28883778987720704,0.985516638383217,Very High
2,mato_grosso,-59.5,-18.0,SSP2-4.5,2050,0.04,0.9899966867859745,0.48572446821738446,0.9950613191461782,Very High
